day,hour,amount,isfraud,type_CASH_OUT,type_TRANSFER,nameorig_C,namedest_C,namedest_M
11,17,17749.38,0,0,0,1,0,1
22,18,265975.22,0,1,0,1,1,0
25,24,2095699.93,1,0,1,1,1,0
15,1,9569.0,0,0,0,1,0,1
10,16,570135.07,1,0,1,1,1,0
11,13,8419.67,0,0,0,1,0,1
7,13,8501.87,0,0,0,1,0,1
2,17,183158.48,0,1,0,1,1,0
14,23,15685.82,0,0,0,1,0,1
3,12,742973.53,1,0,1,1,1,0
1,15,236983.46,0,1,0,1,1,0
26,13,170486.7,1,1,0,1,1,0
29,18,222608.14,0,1,0,1,1,0
27,1,20278.62,1,0,1,1,1,0
12,15,231161.48,1,0,1,1,1,0
13,11,233105.38,0,1,0,1,1,0
14,14,15177.97,1,0,1,1,1,0
2,9,9887819.06,1,0,1,1,1,0
20,14,120843.94,1,0,1,1,1,0
15,16,99273.04,0,0,0,1,1,0
7,19,51965.17,0,1,0,1,1,0
19,5,3200270.32,1,1,0,1,1,0
14,14,982.47,0,0,0,1,0,1
17,17,510998.01,0,0,0,1,1,0
6,19,139286.46,0,0,0,1,1,0
13,11,18212.98,0,0,0,1,1,0
1,15,482312.72,0,1,0,1,1,0
13,19,13793.5,0,1,0,1,1,0
22,19,4623764.68,1,0,1,1,1,0
10,6,35759.12,1,0,1,1,1,0
5,15,574709.63,1,1,0,1,1,0
10,15,6029387.26,1,0,1,1,1,0
3,13,55062.46,1,1,0,1,1,0
2,17,7726.96,0,0,0,1,0,1
19,6,176776.55,1,1,0,1,1,0
14,19,166267.19,0,0,0,1,1,0
11,19,140135.8,0,1,0,1,1,0
2,20,17986.88,0,0,0,1,0,1
6,20,858528.69,0,0,1,1,1,0
29,20,140347.51,0,1,0,1,1,0
22,14,242896.12,1,0,1,1,1,0
17,20,4427.85,0,0,0,1,0,1
30,1,289177.34,1,0,1,1,1,0
3,21,5521483.54,1,0,1,1,1,0
13,16,27400.39,0,0,0,1,0,1
10,17,142051.66,0,1,0,1,1,0
6,19,13451.99,0,0,0,1,0,1
6,24,343999.8,1,1,0,1,1,0
3,22,167067.78,1,1,0,1,1,0
13,14,244313.17,0,0,1,1,1,0
7,19,298871.3,0,1,0,1,1,0
1,9,176233.21,0,0,1,1,1,0
6,9,8596.94,0,0,0,1,1,0
2,16,436290.41,0,0,1,1,1,0
26,4,203848.61,1,0,1,1,1,0
14,12,204519.1,0,1,0,1,1,0
13,23,99362.19,0,0,0,1,1,0
10,19,2027144.93,0,0,1,1,1,0
9,23,5694.01,0,0,0,1,0,1
10,20,232822.52,0,0,0,1,1,0
6,14,632748.63,0,1,0,1,1,0
1,16,59302.21,0,0,0,1,1,0
28,16,64181.21,1,0,1,1,1,0
3,12,581421.85,1,1,0,1,1,0
22,3,2291498.65,1,0,1,1,1,0
9,12,86922.5,0,0,0,1,1,0
6,15,272550.45,0,1,0,1,1,0
15,20,389574.77,0,1,0,1,1,0
29,19,8040.18,0,0,0,1,0,1
18,7,13659.45,1,0,1,1,1,0
15,15,229482.07,0,0,1,1,1,0
16,12,22076.07,0,0,0,1,0,1
6,24,4623.88,0,0,0,1,0,1
4,20,271908.4,1,0,1,1,1,0
1,11,15062.61,0,0,0,1,0,1
1,12,61461.02,0,0,0,1,0,1
26,2,232185.56,1,1,0,1,1,0
26,21,1077146.94,1,1,0,1,1,0
24,16,2747.85,1,0,1,1,1,0
12,13,25659.3,0,0,0,1,0,1
11,16,72035.65,0,0,0,1,1,0
11,18,223583.04,0,0,0,1,1,0
7,20,104363.51,0,1,0,1,1,0
18,23,8956.08,0,0,0,1,0,1
1,19,143660.11,1,1,0,1,1,0
2,14,64449.79,0,1,0,1,1,0
2,19,28709.64,0,0,0,1,0,1
3,16,960306.85,1,0,1,1,1,0
14,8,248409.56,1,0,1,1,1,0
12,20,739584.33,1,1,0,1,1,0
28,6,48712.12,1,0,1,1,1,0
29,2,3288377.47,1,0,1,1,1,0
14,12,378527.71,1,1,0,1,1,0
8,20,143735.27,0,1,0,1,1,0
7,21,216843.91,0,1,0,1,1,0
8,10,13606.16,0,0,0,1,0,1
2,18,53469.11,0,1,0,1,1,0
16,14,200418.1,1,1,0,1,1,0
17,19,3777.74,0,0,0,1,0,1
22,8,430207.22,1,1,0,1,1,0
16,14,551.92,0,0,0,1,0,1
7,21,140312.91,0,1,0,1,1,0
6,12,1366.06,0,0,0,1,0,1
16,7,240427.17,1,1,0,1,1,0
6,20,313534.51,0,1,0,1,1,0
15,9,300913.29,0,1,0,1,1,0
19,24,760984.58,1,1,0,1,1,0
17,3,10000000.0,1,0,1,1,1,0
5,23,21698.13,1,0,1,1,1,0
24,13,112958.85,1,0,1,1,1,0
6,11,325031.67,0,1,0,1,1,0
25,8,597806.2,1,1,0,1,1,0
24,9,31945.44,1,0,1,1,1,0
2,13,110244.75,0,0,0,1,1,0
29,12,168303.36,1,1,0,1,1,0
15,10,3157.59,0,0,0,1,0,1
2,20,1465.25,0,0,0,1,0,1
11,13,168455.76,1,1,0,1,1,0
5,23,25612.19,0,0,0,1,0,1
9,20,94261.84,1,0,1,1,1,0
27,18,450060.37,1,0,1,1,1,0
2,12,1684039.12,1,0,1,1,1,0
9,12,1439.59,0,0,0,1,0,1
13,19,6189.05,0,0,0,1,0,1
6,12,20046.86,0,1,0,1,1,0
1,6,30521.02,1,1,0,1,1,0
6,13,1804915.39,0,0,1,1,1,0
7,13,939518.05,1,1,0,1,1,0
14,19,155630.77,0,1,0,1,1,0
1,12,1041647.06,1,0,1,1,1,0
15,12,43877.41,0,0,0,1,0,1
7,19,762135.72,1,1,0,1,1,0
26,16,1265656.44,1,0,1,1,1,0
6,19,726121.53,0,0,1,1,1,0
3,7,309254.05,1,0,1,1,1,0
6,12,2479940.21,1,1,0,1,1,0
31,10,1665334.68,1,0,1,1,1,0
25,14,28915.37,0,0,0,1,0,1
11,9,56847.17,1,1,0,1,1,0
11,2,36995.53,0,0,0,1,0,1
18,22,2828068.73,1,0,1,1,1,0
16,2,1397689.48,1,0,1,1,1,0
24,21,182927.08,1,0,1,1,1,0
1,18,68122.11,0,1,0,1,1,0
5,9,35496.47,1,1,0,1,1,0
9,18,4365.01,0,1,0,1,1,0
11,14,900362.48,1,1,0,1,1,0
16,13,175647.54,0,1,0,1,1,0
29,16,693694.81,0,0,1,1,1,0
31,6,3547010.54,1,1,0,1,1,0
14,15,12765.0,0,0,0,1,0,1
2,14,242222.28,0,0,0,1,1,0
4,24,10000000.0,1,1,0,1,1,0
1,22,239646.72,1,1,0,1,1,0
4,22,646713.4,0,0,1,1,1,0
3,8,4243468.19,1,0,1,1,1,0
7,1,34301.19,1,1,0,1,1,0
24,20,1068952.42,1,0,1,1,1,0
16,12,335126.18,0,1,0,1,1,0
11,13,233458.64,0,1,0,1,1,0
24,5,131050.76,1,1,0,1,1,0
14,9,187454.6,0,1,0,1,1,0
2,13,9501.85,0,0,0,1,0,1
25,20,129410.16,0,1,0,1,1,0
27,5,7922.98,1,0,1,1,1,0
15,14,129307.44,0,1,0,1,1,0
9,13,4180.7,0,0,0,1,0,1
26,4,714218.48,1,0,1,1,1,0
10,18,308519.05,0,1,0,1,1,0
11,10,10000000.0,1,0,1,1,1,0
13,20,2660.43,0,0,0,1,1,0
25,4,835770.84,1,0,1,1,1,0
24,11,102371.12,1,1,0,1,1,0
27,21,1576874.04,1,0,1,1,1,0
7,6,147171.3,1,0,1,1,1,0
19,19,6292.02,0,0,0,1,0,1
23,12,180180.78,0,1,0,1,1,0
3,12,40486.25,1,0,1,1,1,0
10,10,5772.0,1,0,1,1,1,0
1,8,1078013.76,1,0,1,1,1,0
2,14,3372.0,1,1,0,1,1,0
3,23,322113.91,1,1,0,1,1,0
5,24,377919.58,1,1,0,1,1,0
18,7,191834.14,1,0,1,1,1,0
4,15,115461.48,1,1,0,1,1,0
14,10,26886.32,0,0,0,1,0,1
15,18,33864.48,0,0,0,1,0,1
25,19,76732.89,1,0,1,1,1,0
1,14,379.06,0,0,0,1,0,1
16,13,108533.47,0,0,0,1,1,0
30,20,921393.95,1,0,1,1,1,0
18,14,40591.72,1,0,1,1,1,0
11,11,159386.39,0,1,0,1,1,0
18,13,1501341.87,1,1,0,1,1,0
10,18,154853.98,0,1,0,1,1,0
27,19,40651.96,1,0,1,1,1,0
21,20,930970.44,1,1,0,1,1,0
8,23,5700.09,0,0,0,1,0,1
11,22,5670.33,0,0,0,1,0,1
21,23,251683.05,1,0,1,1,1,0
4,21,25400.61,0,1,0,1,1,0
10,19,6734.35,0,0,0,1,0,1
14,17,324420.1,0,1,0,1,1,0
10,12,105491.17,0,1,0,1,1,0
14,21,6156.38,0,0,0,1,0,1
20,4,1424002.7,1,1,0,1,1,0
23,21,668473.23,1,1,0,1,1,0
19,14,7782452.17,1,0,1,1,1,0
19,22,1172700.63,1,1,0,1,1,0
5,9,539087.79,1,0,1,1,1,0
12,16,318712.84,0,0,0,1,1,0
16,12,92511.64,0,1,0,1,1,0
1,22,379878.0,1,1,0,1,1,0
1,22,1258956.71,1,0,1,1,1,0
13,17,10034.43,0,0,0,1,0,1
11,18,2098.94,0,0,0,1,0,1
14,9,351.37,0,0,0,1,0,1
3,8,325242.69,1,1,0,1,1,0
8,16,334.39,0,0,0,1,0,1
7,20,108249.25,0,1,0,1,1,0
28,5,128440.4,1,0,1,1,1,0
19,6,4626269.69,1,1,0,1,1,0
14,13,30846.84,1,0,1,1,1,0
21,2,732198.35,1,0,1,1,1,0
14,20,282018.0,1,0,1,1,1,0
10,18,49136.3,0,0,0,1,0,1
26,10,298754.96,1,1,0,1,1,0
6,20,171187.7,0,1,0,1,1,0
9,23,20063.61,0,0,0,1,0,1
1,9,8110.32,0,0,0,1,0,1
26,7,135428.39,1,1,0,1,1,0
9,8,5393290.34,1,0,1,1,1,0
4,11,594577.22,1,0,1,1,1,0
1,12,3964129.99,1,1,0,1,1,0
17,14,8496.4,0,0,0,1,0,1
1,12,3623.21,0,0,0,1,0,1
4,21,175313.96,1,0,1,1,1,0
16,19,626673.66,1,0,1,1,1,0
30,13,87541.41,1,1,0,1,1,0
7,17,538428.86,1,1,0,1,1,0
9,6,7197532.27,1,0,1,1,1,0
26,14,281087.01,1,1,0,1,1,0
25,2,152372.18,1,0,1,1,1,0
12,12,140522.24,0,1,0,1,1,0
13,4,38513.19,1,0,1,1,1,0
2,21,17447.53,0,0,0,1,0,1
31,6,561446.32,1,1,0,1,1,0
8,9,4000.0,0,0,0,1,0,1
7,3,1137603.28,1,1,0,1,1,0
11,17,12467.63,0,1,0,1,1,0
13,23,454.08,0,0,0,1,0,1
7,15,366881.68,0,0,0,1,1,0
9,12,185690.75,0,0,0,1,1,0
13,12,24511.36,0,0,0,1,0,1
13,6,3731378.32,1,0,1,1,1,0
15,16,24758.57,0,0,0,1,1,0
22,9,168033.36,1,0,1,1,1,0
1,8,12047.86,0,0,0,1,0,1
31,17,1281113.84,1,0,1,1,1,0
18,12,500905.62,1,0,1,1,1,0
8,22,10000000.0,1,1,0,1,1,0
2,7,5021186.54,1,0,1,1,1,0
25,6,47662.13,1,1,0,1,1,0
15,7,540530.08,1,1,0,1,1,0
6,19,298311.83,0,1,0,1,1,0
15,8,272997.35,1,1,0,1,1,0
20,12,1165187.89,1,1,0,1,1,0
11,4,1946.74,1,1,0,1,1,0
20,12,19952.89,1,0,1,1,1,0
28,2,692654.27,1,0,1,1,1,0
13,2,3275.33,1,0,1,1,1,0
22,22,200008.33,1,1,0,1,1,0
7,18,2934820.94,1,1,0,1,1,0
16,18,192815.77,1,0,1,1,1,0
14,21,36270.48,0,0,0,1,0,1
20,4,440962.56,1,1,0,1,1,0
31,21,383661.1,1,1,0,1,1,0
20,19,11424.36,1,0,1,1,1,0
21,1,1710180.37,1,0,1,1,1,0
6,9,14936.61,0,0,0,1,0,1
25,1,1396824.94,1,0,1,1,1,0
10,15,16351.3,0,0,0,1,0,1
11,20,296977.69,1,0,1,1,1,0
6,12,1400472.01,1,0,1,1,1,0
14,12,22.75,0,0,0,1,0,1
9,21,1835523.44,1,0,1,1,1,0
13,18,307589.26,0,1,0,1,1,0
11,10,85892.32,0,1,0,1,1,0
21,21,705647.68,1,1,0,1,1,0
11,13,86700.66,0,0,0,1,1,0
10,13,37019.04,1,1,0,1,1,0
8,11,190590.65,1,0,1,1,1,0
27,11,1387048.31,1,0,1,1,1,0
7,17,161458.95,0,0,0,1,1,0
12,20,498747.55,1,0,1,1,1,0
6,20,12248.14,0,0,0,1,0,1
3,3,567932.31,1,1,0,1,1,0
10,20,33067.74,0,1,0,1,1,0
12,10,24279.32,1,1,0,1,1,0
27,10,26153.82,1,0,1,1,1,0
10,14,4447.04,0,0,0,1,0,1
28,11,1423627.83,1,1,0,1,1,0
1,7,357932.51,0,0,0,1,1,0
27,18,83426.11,0,1,0,1,1,0
8,12,210593.28,0,1,0,1,1,0
23,7,606501.57,1,1,0,1,1,0
6,22,903.41,0,0,0,1,0,1
11,10,213463.32,1,1,0,1,1,0
15,12,21070.42,0,0,0,1,0,1
31,16,1314660.84,1,0,1,1,1,0
10,14,19511.7,0,0,0,1,0,1
14,9,211806.15,0,0,0,1,1,0
1,19,5872.24,0,0,0,1,0,1
9,15,395866.95,0,0,0,1,1,0
5,10,1486955.35,1,0,1,1,1,0
17,10,143145.16,0,1,0,1,1,0
1,14,1832319.42,1,1,0,1,1,0
1,7,21571.0,1,0,1,1,1,0
13,15,199870.29,1,0,1,1,1,0
11,13,168455.76,1,0,1,1,1,0
7,19,276511.79,0,0,0,1,1,0
6,16,93547.67,0,1,0,1,1,0
11,17,211186.03,1,1,0,1,1,0
12,19,79903.47,0,0,0,1,1,0
11,17,56128.95,0,1,0,1,1,0
19,18,21708.13,1,1,0,1,1,0
8,11,179318.38,0,0,1,1,1,0
2,10,41744.07,0,1,0,1,1,0
12,9,95235.46,1,1,0,1,1,0
22,4,385050.58,1,1,0,1,1,0
13,11,91167.44,0,1,0,1,1,0
22,9,100762.66,1,0,1,1,1,0
15,13,1444563.41,0,0,1,1,1,0
17,6,208868.36,1,1,0,1,1,0
8,14,258803.85,0,1,0,1,1,0
15,21,74921.74,1,0,1,1,1,0
6,19,82555.03,0,1,0,1,1,0
6,13,10174.22,0,0,0,1,0,1
3,18,2322909.69,1,1,0,1,1,0
13,12,54403.47,0,0,0,1,0,1
9,16,81748.04,0,0,0,1,1,0
5,19,116977.16,1,0,1,1,1,0
7,10,178077.91,0,0,0,1,1,0
6,1,2142164.0,1,0,1,1,1,0
15,17,275082.0,1,1,0,1,1,0
10,18,61974.96,0,0,0,1,1,0
26,13,86002.09,1,1,0,1,1,0
6,14,3298.11,0,0,0,1,0,1
18,21,5428.84,0,0,0,1,0,1
11,9,212557.79,0,0,0,1,1,0
26,3,39247.74,1,1,0,1,1,0
16,14,1968431.0,1,1,0,1,1,0
10,17,418604.1,0,0,1,1,1,0
21,21,8020192.15,1,0,1,1,1,0
7,4,3733104.07,1,0,1,1,1,0
16,14,6920.54,0,0,0,1,0,1
7,5,7188425.25,1,0,1,1,1,0
6,13,212130.67,1,1,0,1,1,0
14,13,14493.65,0,1,0,1,1,0
13,17,43590.78,0,0,0,1,0,1
20,17,36996.83,1,1,0,1,1,0
1,15,83294.45,0,1,0,1,1,0
17,18,172393.77,0,1,0,1,1,0
16,22,1465173.76,1,1,0,1,1,0
17,12,59996.12,1,1,0,1,1,0
1,10,259509.37,0,0,0,1,1,0
1,9,240182.7,0,0,0,1,1,0
6,23,810599.16,1,1,0,1,1,0
21,3,526119.49,1,1,0,1,1,0
16,3,216534.86,1,1,0,1,1,0
21,21,1318024.48,1,0,1,1,1,0
21,15,58737.53,1,1,0,1,1,0
14,18,22366.44,0,1,0,1,1,0
7,19,15070.33,0,0,0,1,0,1
16,10,150514.7,0,1,0,1,1,0
7,5,17569.42,1,0,1,1,1,0
31,6,834495.09,1,0,1,1,1,0
10,9,124410.96,0,1,0,1,1,0
27,6,17484.29,1,0,1,1,1,0
10,19,2684260.67,1,0,1,1,1,0
17,17,187745.01,0,1,0,1,1,0
10,23,71867.47,1,0,1,1,1,0
15,16,16608.75,0,0,0,1,0,1
19,11,1591263.43,1,0,1,1,1,0
11,21,72325.74,0,1,0,1,1,0
2,7,21516.38,1,0,1,1,1,0
18,3,427373.65,1,1,0,1,1,0
19,12,1186725.39,1,0,1,1,1,0
7,8,389275.23,1,0,1,1,1,0
9,24,1134516.42,0,0,1,1,1,0
24,19,406864.17,1,1,0,1,1,0
16,21,118368.01,0,1,0,1,1,0
9,5,486060.16,1,0,1,1,1,0
17,14,31334.57,1,1,0,1,1,0
10,24,1782737.6,1,1,0,1,1,0
4,24,1854.45,0,0,0,1,0,1
12,18,257719.87,0,0,0,1,1,0
7,20,1191399.72,1,0,1,1,1,0
6,5,99793.9,1,1,0,1,1,0
21,13,605108.36,1,0,1,1,1,0
25,3,1540624.7,1,1,0,1,1,0
17,10,204827.08,0,0,0,1,1,0
1,22,185986.27,0,1,0,1,1,0
16,19,106308.37,0,0,1,1,1,0
21,24,219278.81,1,0,1,1,1,0
3,15,14017.38,1,0,1,1,1,0
20,8,1506795.1,1,1,0,1,1,0
20,19,71511.19,1,0,1,1,1,0
19,2,1307156.17,1,0,1,1,1,0
15,18,10198.58,0,0,0,1,0,1
19,22,1172700.63,1,0,1,1,1,0
17,11,171880.67,1,0,1,1,1,0
20,2,256556.98,1,0,1,1,1,0
13,17,138954.59,0,1,0,1,1,0
29,18,912950.54,1,0,1,1,1,0
10,6,1388774.78,1,0,1,1,1,0
31,8,6322399.97,1,0,1,1,1,0
2,12,359402.77,0,1,0,1,1,0
10,13,84899.11,0,0,0,1,1,0
20,17,179700.14,1,0,1,1,1,0
20,5,1028284.82,1,0,1,1,1,0
10,14,84198.6,0,0,0,1,1,0
27,15,246250.77,1,1,0,1,1,0
9,18,291260.99,0,0,0,1,1,0
16,18,3801.72,0,0,0,1,0,1
17,12,95011.12,0,1,0,1,1,0
7,9,1226128.78,0,0,1,1,1,0
9,18,12359.44,0,1,0,1,1,0
11,12,1624859.02,0,0,1,1,1,0
15,20,2393.51,0,0,0,1,0,1
10,12,109673.91,0,1,0,1,1,0
27,13,107246.03,1,1,0,1,1,0
12,7,64319.46,1,1,0,1,1,0
1,11,104455.48,0,0,0,1,1,0
12,11,120580.14,0,0,0,1,1,0
7,5,14016.65,1,0,1,1,1,0
22,19,497928.97,1,0,1,1,1,0
22,17,48734.24,1,1,0,1,1,0
10,19,85823.86,0,1,0,1,1,0
11,11,32397.16,0,0,0,1,1,0
15,20,5952739.3,1,0,1,1,1,0
3,7,109028.8,1,0,1,1,1,0
5,22,1812161.42,1,0,1,1,1,0
2,20,44571.94,1,0,1,1,1,0
13,17,2028680.33,0,0,1,1,1,0
16,20,769832.74,0,0,1,1,1,0
13,11,3548.49,0,0,0,1,0,1
10,12,25515.2,0,0,0,1,1,0
17,23,23047.89,0,0,0,1,0,1
13,5,530124.99,1,1,0,1,1,0
26,16,89846.18,1,0,1,1,1,0
9,12,131506.87,0,0,0,1,1,0
8,12,5363594.86,1,0,1,1,1,0
3,7,109028.8,1,1,0,1,1,0
13,3,1185157.78,1,0,1,1,1,0
13,12,291647.15,0,0,0,1,1,0
11,23,273408.94,1,1,0,1,1,0
9,22,116419.58,1,1,0,1,1,0
2,10,1016540.35,1,1,0,1,1,0
11,21,358159.13,1,0,1,1,1,0
11,12,308525.92,0,1,0,1,1,0
15,10,29851.32,0,0,0,1,0,1
16,4,703135.43,1,1,0,1,1,0
10,11,14176.36,0,0,0,1,0,1
8,18,2386.51,0,0,0,1,0,1
10,16,33302.96,1,1,0,1,1,0
6,2,994676.91,1,1,0,1,1,0
29,13,6295010.28,1,0,1,1,1,0
11,8,26776.98,1,0,1,1,1,0
14,17,12938.39,0,0,0,1,1,0
30,1,1226390.31,1,1,0,1,1,0
1,14,65488.05,1,1,0,1,1,0
3,21,2147778.33,1,1,0,1,1,0
6,19,240018.69,0,0,1,1,1,0
9,22,70930.82,0,0,0,1,1,0
29,13,6295010.28,1,1,0,1,1,0
23,7,606501.57,1,0,1,1,1,0
13,12,121590.71,0,0,0,1,1,0
8,2,6302888.93,1,1,0,1,1,0
22,6,3425386.69,1,0,1,1,1,0
6,20,108025.44,0,1,0,1,1,0
21,2,75659.33,1,0,1,1,1,0
4,23,53062.52,1,1,0,1,1,0
10,17,597411.76,1,1,0,1,1,0
6,16,283007.42,0,0,1,1,1,0
15,13,177656.66,0,0,0,1,1,0
7,11,521599.06,0,1,0,1,1,0
31,3,457359.64,1,1,0,1,1,0
14,2,59893.41,1,1,0,1,1,0
6,10,11679.45,0,0,0,1,0,1
7,16,10000000.0,1,0,1,1,1,0
2,14,112770.74,0,0,0,1,1,0
14,19,221923.18,0,1,0,1,1,0
31,22,258355.42,1,1,0,1,1,0
3,10,456745.18,1,1,0,1,1,0
20,23,799517.33,1,1,0,1,1,0
10,20,236618.65,0,0,0,1,1,0
13,10,283618.29,0,0,0,1,1,0
16,22,217844.6,0,0,1,1,1,0
13,14,14310.0,0,0,0,1,0,1
2,17,90799.75,0,1,0,1,1,0
9,20,82140.67,0,1,0,1,1,0
6,17,22223.88,0,1,0,1,1,0
19,12,178616.12,1,1,0,1,1,0
17,19,108560.06,1,1,0,1,1,0
3,12,45807.51,1,1,0,1,1,0
10,11,380502.18,0,0,0,1,1,0
4,2,59813.61,1,0,1,1,1,0
8,9,158000.29,1,0,1,1,1,0
15,18,53481.57,0,1,0,1,1,0
13,17,120225.11,0,0,0,1,1,0
5,23,4152.66,0,0,0,1,0,1
17,16,245155.25,1,1,0,1,1,0
8,18,146802.61,0,1,0,1,1,0
13,16,228445.47,0,0,0,1,1,0
25,20,971.05,0,0,0,1,0,1
10,20,5504.45,0,0,0,1,0,1
21,11,580387.06,1,1,0,1,1,0
1,16,308799.81,0,1,0,1,1,0
8,15,5566.14,1,1,0,1,1,0
17,10,127532.6,0,0,0,1,1,0
20,22,51183.25,1,0,1,1,1,0
27,8,82209.71,1,0,1,1,1,0
16,20,160306.68,0,0,0,1,1,0
5,8,655294.3,1,0,1,1,1,0
6,21,1589614.75,1,0,1,1,1,0
16,14,115125.3,1,0,1,1,1,0
14,10,51978.96,0,0,0,1,1,0
8,20,312971.23,1,1,0,1,1,0
14,17,19091.3,0,0,0,1,0,1
13,6,21819.57,1,1,0,1,1,0
26,8,780687.45,1,0,1,1,1,0
19,24,30548.46,1,0,1,1,1,0
9,9,269774.06,0,0,0,1,1,0
24,20,1351104.53,1,1,0,1,1,0
17,13,73504.67,0,0,0,1,1,0
6,9,39402.95,0,0,0,1,1,0
12,3,37669.14,1,1,0,1,1,0
8,10,79017.78,0,1,0,1,1,0
4,8,42659.39,1,1,0,1,1,0
8,11,10209.54,0,0,0,1,1,0
19,7,3653274.35,1,0,1,1,1,0
8,9,1201681.76,1,0,1,1,1,0
22,17,98086.09,1,1,0,1,1,0
27,24,17733.57,1,1,0,1,1,0
13,13,92013.84,0,1,0,1,1,0
8,23,1895158.63,1,1,0,1,1,0
5,6,46081.45,1,1,0,1,1,0
10,18,18950.72,0,0,0,1,0,1
14,22,249957.95,0,1,0,1,1,0
17,19,170700.87,0,1,0,1,1,0
17,14,2560.23,0,0,0,1,0,1
11,12,5319.41,0,0,0,1,0,1
18,1,3260215.75,1,1,0,1,1,0
11,13,69272.56,0,0,0,1,1,0
21,24,1380940.73,1,0,1,1,1,0
5,1,4454632.3,1,0,1,1,1,0
1,18,215441.44,0,1,0,1,1,0
2,10,205970.84,0,0,0,1,1,0
7,10,12244.44,0,1,0,1,1,0
5,10,2231.46,1,1,0,1,1,0
27,1,2480321.85,1,0,1,1,1,0
2,1,25156.14,0,0,0,1,0,1
15,3,164382.72,1,0,1,1,1,0
12,15,697226.2,1,0,1,1,1,0
21,15,987470.17,1,1,0,1,1,0
31,13,438859.1,1,1,0,1,1,0
17,19,949979.11,1,1,0,1,1,0
9,15,8213.1,0,0,0,1,1,0
12,9,22020.7,0,0,0,1,0,1
18,8,27276.07,1,0,1,1,1,0
2,10,169325.54,0,1,0,1,1,0
28,12,14360.12,1,0,1,1,1,0
10,14,117.62,0,0,0,1,0,1
10,14,18026.49,0,0,0,1,0,1
2,24,1215297.01,1,0,1,1,1,0
14,13,269187.87,1,0,1,1,1,0
14,11,2700324.11,0,0,1,1,1,0
1,7,441445.58,1,0,1,1,1,0
21,24,3018810.85,1,1,0,1,1,0
21,13,144452.14,1,0,1,1,1,0
27,9,75480.15,1,1,0,1,1,0
2,20,8279.93,0,0,0,1,0,1
11,10,185411.01,0,1,0,1,1,0
13,12,187618.62,0,0,0,1,1,0
13,17,23265.32,0,0,0,1,0,1
8,9,378789.48,0,1,0,1,1,0
7,11,40668.21,0,0,0,1,0,1
23,14,24324.7,0,0,0,1,1,0
22,12,10000000.0,1,0,1,1,1,0
7,10,302741.91,0,1,0,1,1,0
15,17,11724.04,0,0,0,1,0,1
1,15,162362.56,0,1,0,1,1,0
2,14,12994.63,0,0,0,1,0,1
17,18,7010.03,0,0,0,1,0,1
16,14,273381.45,0,1,0,1,1,0
3,11,9748.89,1,1,0,1,1,0
18,7,23236.49,1,1,0,1,1,0
8,21,119818.57,0,1,0,1,1,0
13,11,677503.25,1,1,0,1,1,0
5,10,1409248.64,1,1,0,1,1,0
8,19,265592.98,0,1,0,1,1,0
15,16,405751.89,0,0,0,1,1,0
5,24,746518.21,1,0,1,1,1,0
17,21,136569.25,0,1,0,1,1,0
9,12,280718.85,0,0,0,1,1,0
6,15,160353.15,0,1,0,1,1,0
14,15,10000000.0,0,0,1,1,1,0
16,20,168906.25,0,0,0,1,1,0
31,16,53315.31,1,0,1,1,1,0
7,9,115535.52,1,1,0,1,1,0
18,24,907361.75,1,0,1,1,1,0
1,9,11937.02,0,0,0,1,0,1
13,13,82665.47,1,0,1,1,1,0
12,18,17428.0,1,1,0,1,1,0
7,17,1137.88,0,0,0,1,0,1
6,12,7111.71,0,1,0,1,1,0
26,8,136331.05,1,0,1,1,1,0
8,11,265233.7,0,0,0,1,1,0
4,22,363378.75,1,0,1,1,1,0
25,19,5632.86,0,0,0,1,0,1
1,6,17246.0,1,1,0,1,1,0
28,13,14058.96,0,0,0,1,0,1
2,2,37065.55,1,0,1,1,1,0
2,11,1875.51,0,0,0,1,0,1
1,18,253269.77,0,1,0,1,1,0
9,9,13637.35,0,0,0,1,0,1
9,9,564699.59,1,1,0,1,1,0
7,13,12232.5,0,0,0,1,0,1
15,1,623152.72,1,0,1,1,1,0
7,18,13928.88,0,0,0,1,0,1
7,12,134497.41,1,0,1,1,1,0
25,15,1777758.65,1,1,0,1,1,0
9,23,5756.92,0,0,0,1,0,1
23,23,879321.88,1,1,0,1,1,0
22,10,10000000.0,1,0,1,1,1,0
12,11,21323.28,1,0,1,1,1,0
21,20,21832.43,1,1,0,1,1,0
2,23,10432.19,0,0,0,1,0,1
22,21,22621.81,0,0,0,1,0,1
14,15,3662.17,0,0,0,1,0,1
21,4,26654.46,1,0,1,1,1,0
6,20,22800.0,0,1,0,1,1,0
15,13,319401.4,0,0,0,1,1,0
2,20,367818.51,0,0,0,1,1,0
30,3,181545.14,1,0,1,1,1,0
21,10,1927403.83,1,0,1,1,1,0
1,21,6983.91,0,0,0,1,0,1
3,18,548269.98,1,1,0,1,1,0
21,9,7515624.63,1,0,1,1,1,0
28,22,1097309.24,1,1,0,1,1,0
15,14,5963850.34,1,0,1,1,1,0
7,1,150245.05,1,0,1,1,1,0
10,20,212108.82,0,1,0,1,1,0
11,16,16067.82,0,0,0,1,0,1
25,18,9517.43,0,0,0,1,1,0
13,13,387699.68,0,0,0,1,1,0
22,18,101408.84,1,1,0,1,1,0
13,11,309519.69,0,1,0,1,1,0
